what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600673500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600679065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600737723
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1412600738208
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1412600738227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600742057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600782165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600790040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600815463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600828143
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1412600844342
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1412600844553
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1412600844799
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1412600844994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600846041
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412600846064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600850695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600856307
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412600856315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600868067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600890041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412600901523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601076543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601103626
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1412601126529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601127925
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1412601130277
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1412601130800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1412601130867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1412601137038
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1412601138890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1412601143945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1412601151514
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1412601193253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601197704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601281401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601289071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601294775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601300121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601300417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601300696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601368521
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601373895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601382911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601387882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601424336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601430942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601433195
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412601433212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601436972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601443116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601443369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601452217
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412601452234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601457823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601464163
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412601464179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601475248
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1412601486596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601487170
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1412601487181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601502583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601522053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601543725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601550497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601553093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601612497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601621999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1412601685442
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1412601698443
